course_id;codigo;turma;descricao;horario;professor
"2";"CCN6000";"01317A";"Contabilidade Introdutória I";"2.1830-2 / CSE-CSE205
4.1830-2 / CSE-CSE203";"Denise Isabel Rizzi"
"2";"CCN6001";"02317";"Contabilidade Introdutória II";"2.1830-2 / CSE-CSE202
4.1830-2 / CSE-CSE202";"Maíra Melo de Souza"
"2";"CCN6001";"02317A";"Contabilidade Introdutória II";"2.1830-2 / CSE-CSE207
4.1830-2 / CSE-CSE207";"Alcindo Cipriano Argolo Mendes"
"2";"CCN6002";"03317";"Contabilidade Intermediária I";"2.1830-2 / CSE-CSE110
4.1830-2 / CSE-CSE110";"Monique Cristiane de Oliveira"
"2";"CCN6004";"03317";"Matemática Financeira aplicada a Contabilidade";"2.2020-2 / CSE-CSE203
5.1830-2 / CSE-CSE203";"Cleyton de Oliveira Ritta"
"2";"CCN6005";"03317";"Contabilometria";"3.2020-2 / AUX-ALOCAR
5.2020-2 / AUX-ALOCAR";"Leonardo Flach"
"2";"CCN9501";"09317";"Governança nas Organizações";"7.1010-2 / CSE-CSE211";"Ernesto Fernando Rodrigues Vicente"
"2";"CNM5145";"02317";"Teoria Econômica";"3.1830-2 / CSE-CSE202
6.1830-2 / CSE-CSE202";"Rosangela Aparecida da Silva"
"2";"CNM5305";"03317";"Mercado de Capitais";"4.2020-2 / EF1-EFI204
6.2020-2 / EF1-EFI204";"Professor Não Informado"
"2";"CNM5305";"05317";"Mercado de Capitais";"4.2020-2 / AUX-ALOCAR
6.2020-2 / AUX-ALOCAR";"Alexandre Schwinden Garcia"
"2";"DIR5972";"03317";"Legislação Social e Previdenciária";"3.1830-2 / CSE-CSE203
6.1830-2 / CSE-CSE203";"Eduardo Antonio Temponi Lebre"
"2";"DIR5991";"02317";"Legislação Tributária";"4.2020-2 / CSE-CSE202
6.2020-2 / CSE-CSE202";"Valcir Gassen"
"2";"DIR5991";"04317";"Legislação Tributária";"2.2020-2 / CSE-CSE205
4.1830-2 / CSE-CSE205";"Gilson Wessler Michels"
"2";"DIR6010";"01317";"Direito Empresarial";"3.2020-2 / CSE-CSE201
6.2020-2 / CSE-CSE201";"Andre Lipp Pinto Basto Lupi"
"2";"EGC5028";"09317";"Habitats de Inovação";"5.1830-4 / CSE-CSE202";"Marcelo Macedo"
"2";"EGC5029";"09317";"Gestão da Sustentabilidade";"4.1830-2 / EF1-EFI201";"Hans Michael Van Bellen"
"2";"EGC5263";"09317";"Finanças Pessoais";"3.1830-4 / AUX-ALOCAR";"Alexandre Augusto Biz
Jurandir Sell Macedo Junior"
"2";"FIL5109";"01317";"Ética e Filosofia Política";"4.2020-2 / CSE-CSE201
6.1830-2 / CSE-CSE201";"Vilmar Debona"
"2";"INE6010";"02317";"Métodos Estatísticos";"3.2020-2 / CSE-CSE110
5.2020-2 / CSE-CSE110";"Manoella Reis Cardenutto"
"2";"MTM3100";"01317";"Pré-Cálculo";"2.2020-2 / EF1-EFI404
5.1830-2 / EF1-EFI404";"Helder Geovane Gomes de Lima"
"2";"MTM3561";"02317";"Matemática Financeira";"2.2020-2 / CSE-CSE110
5.1830-2 / CSE-CSE110";"Juan Carlos Torres Espinoza"
"3";"CAD5103";"08304";"Administração I";"3.1010-2 / CSE-CSE211
4.1010-2 / CSE-CSE211";"Marcia Barros de Sales"
"3";"CCN5190";"07304";"Contabilidade e Analise de Balanços I";"2.0820-2 / CSE-CSE211
3.0820-2 / CSE-CSE211";"Monique Cristiane de Oliveira"
"3";"CNM6000";"01304";"Introdução à Macroeconomia";"4.0820-2 / CSE-CSE107
6.0820-2 / CSE-CSE107";"Eva Yamila Amanda da Silva Catela"
"3";"CNM6001";"01304";"Informática para Economistas";"3.1010-2 / AUX-ALOCAR";"Arlei Luiz Fachinello"
"3";"CNM6002";"01304";"Introdução ao Pensamento Econômico";"5.1010-2 / CSE-CSE107
6.1010-2 / CSE-CSE107";"Carmen Rosario Ortiz Gutierrez Gelinski"
"3";"CNM6003";"02304";"Introdução à Microeconomia";"3.0820-2 / CSE-CSE109
5.0820-2 / CSE-CSE109";"Eva Yamila Amanda da Silva Catela"
"3";"CNM6004";"02304";"Contabilidade Social";"4.0820-2 / CSE-CSE109
6.0820-2 / CSE-CSE109";"Liana Bohn"
"3";"CNM6005";"03304";"Economia Política I";"3.0820-2 / CSE-CSE113
6.0820-2 / CSE-CSE113";"Márcio Moraes Rutkoski"
"3";"CNM6007";"03304";"Economia Matemática";"2.0820-2 / CSE-CSE113
5.0820-2 / CSE-CSE113";"Pedro Luiz Paolino Chaim"
"3";"CNM6008";"03304";"Macroeconomia I";"2.1010-2 / CSE-CSE113
4.1010-2 / CSE-CSE113";"Guilherme de Oliveira"
"3";"CNM6011";"03304";"Estatística Econômica";"3.1010-2 / CSE-CSE113
5.1010-2 / CSE-CSE113";"Gueibi Peres Souza"
"3";"CNM7104";"04304";"Metodologia Econômica";"4.0820-2 / CSE-CSE115
6.1010-2 / CSE-CSE115";"Brena Paula Magno Fernandez"
"3";"CNM7105";"08304";"Metodologia Econômica II";"2.0820-2 / CSE-CSE111
4.0820-2 / CSE-CSE111";"Marialice de Moraes"
"3";"CNM7106";"09304";"Evolução do Pensamento Econômico";"3.1010-2 / CSE-CSE110
5.1010-2 / CSE-CSE110";"Wagner Leal Arienti"
"3";"CNM7107";"08304";"Monografia";"";"Helberte Joao Franca Almeida"
"3";"CNM7119";"05304";"Formação Econômica do Brasil I";"4.1010-2 / CSE-CSE114
6.1010-2 / CSE-CSE114";"Fabio Padua dos Santos
Marcos Alves Valente"
"3";"CNM7120";"06304";"Formação Econômica do Brasil II";"2.1010-2 / CSE-CSE101
4.1010-2 / CSE-CSE101";"Professor Não Informado"
"3";"CNM7136";"06304";"Economia Internacional II";"3.1010-2 / CSE-CSE101
5.1010-2 / CSE-CSE101";"Dominik Hartmann"
"3";"CNM7154";"04304";"Macroeconomia III";"2.0820-2 / CSE-CSE115
5.0820-2 / CSE-CSE115";"Daniel de Santana Vasconcelos"
"3";"CNM7162";"04304";"Microeconomia III";"2.1010-2 / CSE-CSE115
4.1010-2 / CSE-CSE115";"Luiz Carlos de Carvalho Junior"
"3";"CNM7208";"06304";"Economia do Setor Público";"2.0820-2 / CSE-CSE101
4.0820-2 / CSE-CSE101";"Guilherme de Oliveira"
"3";"CNM7223";"05304";"Economia Internacional I";"2.1010-2 / CSE-CSE114
6.0820-2 / CSE-CSE114";"Gilson Geraldino da Silva Junior"
"3";"CNM7241";"04304";"Econometria";"3.1010-2 / CSE-CSE115
5.1010-2 / CSE-CSE115";"Milton Biage"
"3";"CNM7266";"05304";"Economia Monetária";"2.0820-2 / CSE-CSE114
4.0820-2 / CSE-CSE114";"João Frois Caldeira"
"3";"CNM7307";"05304";"Mercado de Capitais I";"3.1010-2 / CSE-CSE114
5.1010-2 / CSE-CSE114";"Pedro Luiz Paolino Chaim"
"3";"CNM7324";"07304";"Economia da Inovação e Tecnologia";"2.0820-2 / CSE-CSE110
4.0820-2 / CSE-CSE110";"Janaina Führ"
"3";"CNM7332";"09304";"Gestão Financeira Empresarial";"2.1010-2 / AUX-ALOCAR
4.1010-2 / AUX-ALOCAR";"Raimundo Nonato de Oliveira"
"3";"CNM7334";"08304";"Economia Comportamental";"2.1010-2 / CSE-CSE211
5.1010-2 / CSE-CSE211";"Eraldo Sergio Barbosa da Silva"
"3";"CNM7338";"05304";"Desenvolvimento Sócio-Econômico";"3.0820-2 / CSE-CSE114
5.0820-2 / CSE-CSE114";"Solange Regina Marin"
"3";"CNM7353";"07304";"Economia Brasileira Contemporânea";"2.1010-2 / CSE-CSE111
4.1010-2 / CSE-CSE111";"Pablo Felipe Bittencourt"
"3";"CNM7418";"04304";"Economia Política III";"3.0820-2 / CSE-CSE115
6.0820-2 / CSE-CSE115";"Nildo Domingos Ouriques"
"3";"CNM7623";"09304";"Atividades Complementares";"";"Daniel de Santana Vasconcelos"
"3";"CNM7701";"09304";"Programa de Intercâmbio em Ciências Econômicas I";"";"Daniel de Santana Vasconcelos"
"3";"CNM7702";"09304";"Programa de Intercâmbio em Ciências Econômicas II";"";"Daniel de Santana Vasconcelos"
"3";"CNM7804";"07304";"Tópicos Especiais - Área de Relações Internacionais";"5.1620-2 / CSE-CSE101";"Graciela de Conti Pagliari"
"3";"DIR6011";"01304";"Instituições de Direito Público e Privado";"2.1010-2 / CSE-CSE107";"Sandra Regina Leal"
"3";"DIR7103";"07304";"Instituições de Direito Público";"3.1010-2 / CSE-CSE111";"Sandra Regina Leal"
"3";"DIR7105";"07304";"Direito Econômico";"5.0820-2 / CSE-CSE111";"Everton das Neves Gonçalves"
"3";"EGC5013";"09304";"Gestão do Conhecimento nas Organizações";"6.1420-4 / AUX-ALOCAR";"Gregorio Jean Varvakis Rados"
"3";"EGC5017";"09304";"Comércio Eletrônico";"2.2020-2 / AUX-ALOCAR
4.2020-2 / AUX-ALOCAR";"Alexandre Augusto Biz"
"3";"EGC5018";"08304";"Introdução a Gestão da Inovação";"7.0820-4 / AUX-ALOCAR";"Jose Leomar Todesco
Roberto Carlos dos Santos Pacheco
Fernando Alvaro Ostuni Gauthier"
"3";"EGC5019";"09304";"Ambientes Virtuais de Aprendizagem";"4.1420-2 / AUX-ALOCAR
7.0820-2 / AUX-ALOCAR";"Marcio Vieira de Souza"
"3";"EGC5263";"07304";"Finanças Pessoais";"4.0820-4 / AUX-ALOCAR";"Jurandir Sell Macedo Junior
Alexandre Augusto Biz"
"3";"INE5113";"01304";"Introdução à Estatística";"3.0820-2 / CSE-CSE107
5.0820-2 / CSE-CSE107";"Andréa Cristina Konrath"
"3";"MTM3100";"01304";"Pré-Cálculo";"2.0820-2 / CSE-CSE107
4.1010-2 / CSE-CSE107";"Maíra Fernandes Gauer Palma"
"3";"MTM3101";"02304";"Cálculo 1";"2.0820-2 / CSE-CSE109
4.1010-2 / CSE-CSE109";"Jorge Jose Garces Perez"
"3";"MTM3111";"02304";"Geometria Analítica";"3.1010-2 / CSE-CSE109
5.1010-2 / CSE-CSE109";"Helder Geovane Gomes de Lima"
"3";"SPO7890";"02304";"Sociologia";"2.1010-2 / CSE-CSE109
6.1010-2 / CSE-CSE109";"José Pedro Simões Neto"
"3";"SPO7895";"03304";"Ciência Política";"4.0820-2 / CSE-CSE113
6.1010-2 / CSE-CSE113";"Ernesto Seidl"
"3";"CAD5103";"08318";"Administração I";"2.2020-2 / CSE-CSE211
4.2020-2 / CSE-CSE211";"Maurício Carreira Cosentino"
"3";"CCN5190";"07318";"Contabilidade e Analise de Balanços I";"4.1830-2 / CSE-CSE109
6.1830-2 / CSE-CSE109";"Alessandra Rodrigues Machado de Araujo"
"3";"CNM6000";"01318";"Introdução à Macroeconomia";"4.2020-2 / CSE-CSE107
6.2020-2 / CSE-CSE107";"Rosangela Aparecida da Silva"
"3";"CNM6001";"01318";"Informática para Economistas";"3.2020-2 / AUX-ALOCAR";"Arlei Luiz Fachinello"
"3";"CNM6002";"01318";"Introdução ao Pensamento Econômico";"5.2020-2 / CSE-CSE107
6.1830-2 / CSE-CSE107";"Armando de Melo Lisboa"
"3";"CNM6003";"02318";"Introdução à Microeconomia";"4.2020-2 / CSE-CSE109
5.2020-2 / CSE-CSE109";"Helberte Joao Franca Almeida"
"3";"CNM6004";"02318";"Contabilidade Social";"2.1830-2 / CSE-CSE109
5.1830-2 / CSE-CSE109";"Carmen Rosario Ortiz Gutierrez Gelinski"
"3";"CNM6005";"03318";"Economia Política I";"3.1830-2 / CSE-CSE113
5.2020-2 / CSE-CSE113";"Nildo Domingos Ouriques"
"3";"CNM6007";"03318";"Economia Matemática";"2.2020-2 / CSE-CSE113
5.1830-2 / CSE-CSE113";"Rosangela Aparecida da Silva"
"3";"CNM6008";"03318";"Macroeconomia I";"2.1830-2 / CSE-CSE113
4.1830-2 / CSE-CSE113";"Mauricio Simiano Nunes"
"3";"CNM6011";"03318";"Estatística Econômica";"4.2020-2 / CSE-CSE113
6.1830-2 / CSE-CSE113";"Milton Biage"
"3";"CNM6028";"06318";"Resolução de Problemas em Economia";"3.1830-2 / CSE-CSE211
5.1830-2 / CSE-CSE211";"Daniel de Santana Vasconcelos"
"3";"CNM7104";"04318";"Metodologia Econômica";"2.2020-2 / CSE-CSE115
6.2020-2 / CSE-CSE115";"Ronivaldo Steingraber"
"3";"CNM7105";"08318";"Metodologia Econômica II";"2.1830-2 / CSE-CSE111
4.1830-2 / CSE-CSE111";"Marialice de Moraes"
"3";"CNM7106";"09318";"Evolução do Pensamento Econômico";"2.1830-2 / CSE-CSE211
4.1830-2 / CSE-CSE211";"Janaina Führ"
"3";"CNM7107";"08318";"Monografia";"";"Helberte Joao Franca Almeida"
"3";"CNM7119";"05318";"Formação Econômica do Brasil I";"2.2020-2 / CSE-CSE114
4.2020-2 / CSE-CSE114";"Fabio Padua dos Santos"
"3";"CNM7120";"06318";"Formação Econômica do Brasil II";"2.1830-2 / CSE-CSE101
4.2020-2 / CSE-CSE101";"Professor Não Informado"
"3";"CNM7136";"06318";"Economia Internacional II";"3.2020-2 / CSE-CSE101
5.2020-2 / CSE-CSE101";"Janaina Führ"
"3";"CNM7150";"03318";"Macroeconomia II";"2.1830-2 / CSE-CSE107
4.1830-2 / CSE-CSE107";"Michele Romanello"
"3";"CNM7150";"03318A";"Macroeconomia II";"";"Professor Não Informado"
"3";"CNM7154";"04318";"Macroeconomia III";"2.1830-2 / CSE-CSE115
4.1830-2 / CSE-CSE115";"Wagner Leal Arienti"
"3";"CNM7160";"02318";"Microeconomia I";"2.2020-2 / CSE-CSE111
4.2020-2 / CSE-CSE111";"Michele Romanello"
"3";"CNM7161";"03318";"Microeconomia II";"2.2020-2 / CSE-CSE101
5.1830-2 / CSE-CSE101";"Helberte Joao Franca Almeida"
"3";"CNM7162";"04318";"Microeconomia III";"4.2020-2 / CSE-CSE115
6.1830-2 / CSE-CSE115";"Dominik Hartmann"
"3";"CNM7208";"06318";"Economia do Setor Público";"4.1830-2 / CSE-CSE101
6.1830-2 / CSE-CSE101";"Brena Paula Magno Fernandez"
"3";"CNM7223";"05318";"Economia Internacional I";"4.1830-2 / CSE-CSE114
6.1830-2 / CSE-CSE114";"Liana Bohn"
"3";"CNM7241";"04318";"Econometria";"3.2020-2 / CSE-CSE115
5.2020-2 / CSE-CSE115";"Gueibi Peres Souza"
"3";"CNM7266";"05318";"Economia Monetária";"2.1830-2 / CSE-CSE114
5.2020-2 / CSE-CSE114";"Pedro Luiz Paolino Chaim"
"3";"CNM7307";"05318";"Mercado de Capitais I";"3.1830-2 / CSE-CSE114
5.1830-2 / CSE-CSE114";"Alexandre Schwinden Garcia"
"3";"CNM7321";"08318";"Mercado de Capitais II";"3.2020-2 / EF1-EFI304
5.2020-2 / EF1-EFI304";"Alexandre Schwinden Garcia"
"3";"CNM7338";"05318";"Desenvolvimento Sócio-Econômico";"3.2020-2 / CSE-CSE114
6.2020-2 / CSE-CSE114";"Dominik Hartmann"
"3";"CNM7353";"07318";"Economia Brasileira Contemporânea";"3.1830-2 / CSE-CSE111
5.1830-2 / CSE-CSE111";"Professor Não Informado"
"3";"CNM7414";"07318";"Avaliação Econômica de Políticas Públicas";"2.1830-2 / AUX-ALOCAR
4.1830-2 / AUX-ALOCAR";"Francis Carlo Petterini Lourenço"
"3";"CNM7417";"03318";"Economia Política II";"3.2020-2 / CSE-CSE111
5.2020-2 / CSE-CSE111";"Valdir Alvim da Silva"
"3";"CNM7418";"04318";"Economia Política III";"3.1830-2 / CSE-CSE115
5.1830-2 / CSE-CSE115";"Janaina Führ"
"3";"CNM7623";"09318";"Atividades Complementares";"";"Daniel de Santana Vasconcelos"
"3";"DIR6011";"01318";"Instituições de Direito Público e Privado";"2.1830-2 / EF1-EFI305";"Sandra Regina Leal"
"3";"DIR7103";"07318";"Instituições de Direito Público";"3.2020-2 / CSE-CSE202";"Matheus Simões Nunes"
"3";"DIR7105";"07318";"Direito Econômico";"5.2020-2 / CSE-CSE210";"Everton das Neves Gonçalves"
"3";"EGC5020";"09318";"Redes Sociais e Virtuais";"5.1830-2 / AUX-ALOCAR
7.1010-2 / AUX-ALOCAR";"Marcio Vieira de Souza"
"3";"EGC5028";"09318";"Habitats de Inovação";"5.1830-4 / AUX-ALOCAR";"Marcelo Macedo"
"3";"HST5147";"01318";"Historia Economica Geral";"3.2020-2 / CSE-CSE002
6.1830-2 / CSE-CSE002";"Rogerio Luiz de Souza"
"3";"INE5113";"01318";"Introdução à Estatística";"3.1830-2 / CSE-CSE107
5.1830-2 / CSE-CSE107";"Manoella Reis Cardenutto"
"3";"MTM3100";"01318";"Pré-Cálculo";"2.2020-2 / EF1-EFI304
4.1830-2 / EF1-EFI304";"Professor Não Informado"
"3";"MTM3101";"02318";"Cálculo 1";"2.2020-2 / EF1-EFI405
4.1830-2 / EF1-EFI405";"Luiz Gustavo Cordeiro"
"3";"MTM3111";"02318";"Geometria Analítica";"3.1830-2 / EF1-EFI202
6.1830-2 / EF1-EFI202";"Eduardo Tengan"
"3";"MTM5150";"07318";"Matemática Financeira";"";"Professor Não Informado"
"3";"SPO7890";"02318";"Sociologia";"3.2020-2 / CSE-CSE109
6.2020-2 / CSE-CSE109";"Itamar Aguiar"
"3";"SPO7895";"03318";"Ciência Política";"3.2020-2 / CSE-CSE113
6.2020-2 / CSE-CSE113";"Marcelo Simões Serran de Pinho"
"4";"CIN7003";"01340";"Pesquisa Bibliográfica";"5.1620-2 / CSE-CSE107";"Laila Figueiredo di Pietro"
"4";"CNM5360";"07340";"Economia Política Internacional";"3.1620-2 / CSE-CSE115
6.1620-2 / CSE-CSE115";"Miguel Borba de Sá"
"4";"CNM5550";"08340";"Tópicos Especiais em Estudos Regionais";"4.1420-4 / CSE-CSE102";"Karine de Souza Silva"
"4";"CNM5551";"08340";"Tópicos Especiais em Relações Internacionais";"2.1420-2 / CSE-CSE101
3.1420-2 / CSE-CSE101";"Juliana Lyra Viggiano Barroso"
"4";"CNM7210";"01340";"Introdução às Relações Internacionais";"2.1620-2 / CSE-CSE107
5.1420-2 / CSE-CSE107";"Graciela de Conti Pagliari"
"4";"CNM7211";"01340";"Introdução à Economia";"3.1420-2 / CSE-CSE107
6.1420-2 / CSE-CSE107";"Patricia Fonseca Ferreira Arienti"
"4";"CNM7220";"02340";"Comércio Exterior";"5.1420-2 / CSE-CSE110
6.1620-2 / CSE-CSE110";"Fernando Seabra"
"4";"CNM7221";"02340";"Teoria das Relações Internacionais I";"2.1420-4 / CSE-CSE110";"Camila Feix Vidal"
"4";"CNM7230";"03340";"Macro (Macro Aberta)";"4.1620-2 / CSE-CSE109
5.1620-2 / CSE-CSE109";"Liana Bohn"
"4";"CNM7232";"05340";"Teoria das Relações Internacionais II";"2.1420-2 / CSE-CSE114
5.1420-2 / CSE-CSE114";"Mónica Salomón González"
"4";"CNM7235";"07340";"Análise de Política Externa";"2.1830-2 / EF1-EFI404
4.1830-2 / EF1-EFI404";"Miguel Borba de Sá"
"4";"CNM7236";"04340";"Segurança Internacional";"2.1420-2 / CSE-CSE113
4.1420-2 / CSE-CSE113";"Graciela de Conti Pagliari"
"4";"CNM7240";"04340";"Formação Econômica do Brasil I";"2.1620-2 / CSE-CSE113
4.1620-2 / CSE-CSE113";"Marcos Alves Valente
Fabio Padua dos Santos"
"4";"CNM7242";"04340";"Geografia Econômica Internacional";"3.1420-2 / CSE-CSE113
5.1420-2 / CSE-CSE113";"Helton Ricardo Ouriques"
"4";"CNM7243";"06340";"Tópicos Especiais em Teoria das Relações Internacionais";"3.1420-4 / CSE-CSE102";"Camila Feix Vidal"
"4";"CNM7244";"03340";"Organizações Internacionais";"2.1420-4 / CSE-CSE109";"Karine de Souza Silva"
"4";"CNM7245";"04340";"Economia Internacional I";"5.1620-2 / CSE-CSE113
6.1420-2 / CSE-CSE113";"Professor Não Informado"
"4";"CNM7246";"07340";"Geopolítica";"";"Professor Não Informado"
"4";"CNM7251";"05340";"Formação Econômica do Brasil II";"3.1420-2 / CSE-CSE114
4.1420-2 / CSE-CSE114";"Fabio Padua dos Santos"
"4";"CNM7252";"05340";"Economia Internacional II (Finanças)";"2.1620-2 / CSE-CSE114
4.1620-2 / CSE-CSE114";"Professor Não Informado"
"4";"CNM7253";"04340";"Negociação Internacional";"3.1620-2 / CSE-CSE113
6.1620-2 / CSE-CSE113";"Daniel Ricardo Castelan"
"4";"CNM7261";"06340";"Política Externa Brasileira I";"2.1620-2 / CSE-CSE115
4.1620-2 / CSE-CSE115";"Miguel Borba de Sá"
"4";"CNM7263";"06340";"Economia Brasileira Contemporânea";"2.1420-2 / CSE-CSE115
4.1420-2 / CSE-CSE115";"Pablo Felipe Bittencourt"
"4";"CNM7264";"06340";"Métodos e Técnicas de Pesquisa na Ciências Sociais e Relações Internacionais";"5.1420-4 / CSE-CSE115";"Danielle Jacon Ayres Pinto"
"4";"CNM7272";"07340";"Política Externa Brasileira II";"3.1420-2 / CSE-CSE115
6.1420-2 / CSE-CSE115";"Miguel Borba de Sá"
"4";"CNM7278";"07340";"Democracia e Relações Internacionais: teoria e prática";"";"Professor Não Informado"
"4";"CNM7280";"08340";"Monografia";"";"Professor Não Informado"
"4";"CNM7281";"06340";"Programa de Intercâmbio em Relações Internacionais I";"";"Daniel Ricardo Castelan"
"4";"CNM7282";"07340";"Programa de Intercâmbio em Relações Internacionais II";"";"Daniel Ricardo Castelan"
"4";"CNM7500";"03340";"Microeconomia";"4.1420-2 / CSE-CSE109
6.1420-2 / CSE-CSE109";"Fred Leite Siqueira Campos"
"4";"CNM7504";"05340";"Política Externa dos Estados Unidos para a América Latina";"6.1420-4 / CSE-CSE114";"Camila Feix Vidal"
"4";"DIR7100";"01340";"Instituições de Direito Público";"4.1420-2 / CSE-CSE107";"Sandra Regina Leal"
"4";"DIR7101";"02340";"Direito Internacional I";"3.1420-2 / CSE-CSE110
5.1620-2 / CSE-CSE110";"Letícia Albuquerque"
"4";"DIR7102";"03340";"Direito Internacional II";"3.1620-2 / CSE-CSE109
5.1420-2 / CSE-CSE109";"Letícia Albuquerque"
"4";"HST7111";"01340";"História das Relações Internacionais I";"2.1420-2 / CSE-CSE107
4.1620-2 / CSE-CSE107";"Márcio Roberto Voigt"
"4";"HST7112";"02340";"História das Relações Internacionais II";"4.1420-2 / CSE-CSE110
6.1420-2 / CSE-CSE110";"Márcio Roberto Voigt"
"4";"INE7004";"02340";"Introdução á Estatística";"3.1620-2 / CSE-CSE110
4.1620-2 / CSE-CSE110";"Meire Mezzomo"
"4";"SPO7002";"01340";"Ciência Política";"3.1620-2 / CSE-CSE107
6.1620-2 / CSE-CSE107";"Marcelo Simões Serran de Pinho"
"4";"SPO7004";"03340";"Teoria Politica I";"3.1420-2 / CSE-CSE109
6.1620-2 / CSE-CSE109";"Jean Gabriel Castro da Costa"
"4";"SPO7006";"05340";"Teoria Política II";"3.1620-2 / CSE-CSE114
5.1620-2 / CSE-CSE114";"Luciano da Ros"
"5";"ANT7100";"03309";"Antropologia Social";"2.0820-4 / CSE-CSE007";"Professor Não Informado"
"5";"DSS5801";"08309";"Programa de Intercâmbio em Serviço Social I";"";"Professor Não Informado"
"5";"DSS7101";"01309";"Serviço Social e Realidade Social I";"5.0820-4 / CSE-CSE006";"Carla Rosane Bressan"
"5";"DSS7102";"02309";"Serviço social e Realidade Social II";"5.0820-4 / CSE-CSE008";"Vera Inêz Gauer"
"5";"DSS7103";"01309";"Oficina Introdução à Vida Acadêmica";"2.0820-4 / CSE-CSE006";"Vera Inêz Gauer"
"5";"DSS7104";"02309";"Oficina Serviço Social e Produção Textual";"6.0820-4 / CSE-CSE008";"Sirlandia Schappo"
"5";"DSS7104";"02309A";"Oficina Serviço Social e Produção Textual";"6.0820-4 / CSE-CSE106";"Vera Inêz Gauer"
"5";"DSS7105";"04309";"Oficina Preparação ao Estágio";"3.0820-4 / CSE-CSE003";"Eliete Cibele Cipriano Vaz"
"5";"DSS7106";"06309";"Oficina Análise Institucional e Serviço Social";"3.0820-4 / CSE-CSE004";"Marisa Camargo"
"5";"DSS7107";"01309";"Introdução ao Conhecimento Científico e Serviço Social";"3.0820-4 / CSE-CSE006";"Myriam Raquel Mitjavila"
"5";"DSS7110";"03309";"FHTM SSI";"5.0820-4 / CSE-CSE007";"Michelly Laurita Wiese"
"5";"DSS7111";"04309";"FHTM SSII";"4.0820-4 / CSE-CSE003";"Fabiana Luiza Negri"
"5";"DSS7112";"05309";"FHTM SS III";"2.0820-4 / CSE-CSE005";"Inez Rocha Zacarias"
"5";"DSS7113";"03309";"Serviço Social e Economia Política";"6.0820-4 / CSE-CSE007";"Ricardo Lara"
"5";"DSS7114";"03309";"Classes Sociais e Movimentos Sociais";"4.0820-4 / CSE-CSE007";"Maria Teresa dos Santos"
"5";"DSS7115";"04309";"Método Crítico Dialético";"6.0820-4 / CSE-CSE003";"Cristiane Luiza Sabino de Souza"
"5";"DSS7117";"05309";"Ética Profissional do Serviço Social";"4.0820-4 / CSE-CSE005";"Simone Sobral Sampaio"
"5";"DSS7118";"05309";"Instrumentalidade e Competências Profissionais em Serviço Social";"5.0820-4 / CSE-CSE005";"Mariana Pfeifer Machado"
"5";"DSS7120";"03309";"Serviço Social, Direito e Cidadania";"3.0820-4 / CSE-CSE007";"Maria Del Carmen Cortizo"
"5";"DSS7121";"04309";"Política Social";"2.0820-4 / CSE-CSE003";"Edilane Bertelli"
"5";"DSS7122";"05309";"Serviço Social e Previdência Social";"3.0820-4 / CSE-CSE005";"Edivane de Jesus"
"5";"DSS7123";"06309";"Serviço social e Assistência Social";"5.0820-4 / CSE-CSE004";"Rúbia dos Santos Ronzoni"
"5";"DSS7124";"07309";"Serviço Social e Saúde";"4.0820-4 / CSE-CSE105";"Keli Regina Dal Prá"
"5";"DSS7125";"06309";"Pesquisa em Serviço social I";"4.0820-4 / CSE-CSE004";"Luciana Patrícia Zucco"
"5";"DSS7126";"07309";"Pesquisa em Serviço Social II";"5.0820-4 / CSE-CSE105";"Helenara Silveira Fagundes"
"5";"DSS7127";"07309";"Gestão e Planejamento em serviço Social I";"3.0820-4 / CSE-CSE105";"Sirlandia Schappo"
"5";"DSS7128";"08309";"Gestão e Planejamento em serviço Social II";"3.0820-4 / CSE-CSE002";"Tania Regina Kruger"
"5";"DSS7131";"06309";"Supervisão Acadêmica de Estágio Obrigatório I";"2.0820-4 / CSE-CSE004";"Rúbia dos Santos Ronzoni
Edivane de Jesus
Andréa Márcia Santiago Lohmeyer Fuchs"
"5";"DSS7132";"07309";"Supervisão Acadêmica de Estágio Obrigatório II";"2.0820-4 / CSE-CSE105";"Edivane de Jesus
Rúbia dos Santos Ronzoni
Andréa Márcia Santiago Lohmeyer Fuchs"
"5";"DSS7133";"08309";"Supervisão Acadêmica de Estágio Obrigatório III";"2.0820-4 / CSE-CSE002";"Edivane de Jesus
Rúbia dos Santos Ronzoni
Andréa Márcia Santiago Lohmeyer Fuchs"
"5";"DSS7141";"06309";"Estágio Supervisionado em Serviço Social Obrigatório I";"";"Marisa Camargo"
"5";"DSS7142";"07309";"Estágio Superv.em Serv. Social Obrigatório II";"";"Marisa Camargo"
"5";"DSS7143";"08309";"Estágio Supervisionado em serviço Social Obrigatório III";"";"Marisa Camargo"
"5";"DSS7151";"08309";"Trabalho de conclusão de Curso I";"4.0820-2 / CSE-CSE002";"Helenara Silveira Fagundes"
"5";"DSS7152";"09309";"Trabalho de Conclusão de Curso II";"";"Helenara Silveira Fagundes"
"5";"DSS7153";"09309";"Serviço Social e Desafios Profissionais Contemporâneos";"3.0820-4 / CSE-CSE106";"Liliane Moser"
"5";"DSS7165";"02309";"Serviço Social e Envelhecimento";"2.0820-4 / AUX-ALOCAR";"Eliete Cibele Cipriano Vaz"
